,geometry,cartodb_id,objectid,permitnumber,addressobjectid,parcel_id_num,permittype,permitdescription,commercialorresidential,typeofwork,approvedscopeofwork,permitissuedate,status,applicanttype,contractorname,contractoraddress1,contractoraddress2,contractorcity,contractorstate,contractorzip,mostrecentinsp,opa_account_num,address,unit_type,unit_num,zip,censustract,council_district,opa_owner,systemofrecord,geocode_x,geocode_y,posse_jobid
121,POINT (-75.177747 39.930767),235607,230825,873419,440813,199126,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,"FOR THE NEW CONSTRUCTION OF A THREE-STORY, ATTACHED STRUCTURE, TO BE USED AS A SINGLE-FAMILY DWELLING, AS PER APPROVED PLANS.",2019-01-18T09:12:55Z,COMPLETED,CONTRACTOR,GM HOME INC,41 UNIVERSITY DR #440,,NEWTOWN,PA,18940-    ,2020-02-25T09:53:00Z,363108900,1944 MOUNTAIN ST,,,19145-1426,31,2,1944 MOUNTAIN LLC,HANSEN,2689775.83495312,228142.04919137,
122,POINT (-75.16849000000001 39.981533),251206,248043,922484,376260,201555,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,"NEW CONSTRUCTION OF A THREE (3) STORY SINGLE FAMILY DWELLING (IRC 2009 TOWNHOUSE CONSTRUCTION) WITH ROOF DECK AND PILOT HOUSE (FOR ACCESS TO ROOF DECK) AS PER APPROVED PLANS. BUILDING TO BE FULLY SPRINKLERED. *WORK TO INCLUDE UNDERPINNING TO BE MONITORED BY A PA PE AT ALL TIMES*    
**SEPARATE PERMITS REQUIRED FOR MEP & FIRE SUPPRESSION WORK**",2019-01-17T14:36:41Z,COMPLETED,CONTRACTOR,ROCK HAVEN BUILDERS LLC,2011 ROUTE 50,,WOODBINE,NJ,08270-    ,2019-12-16T14:36:00Z,472151900,1760 N LAMBERT ST,,,19121-3005,148,5,V2 PROPERTIES ENTITY 7 LL,HANSEN,2691830.24323419,246703.27228347,
123,POINT (-75.12111 39.977311),250118,248219,953769,390584,450918,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,"FOR THE ERECTION OF AN ATTACHED STRUCTURE WITH CELLAR, ROOD DECK AND PILOT HOUSE (SIZE AND LOCATION AS SHOWN ON THE PLAN) TO USE AS SINGLE FAMILY HOUSEHOLD LIVING. SEPERATE PERMITS REQUIRED FOR ELECTRICAL, MECHANICAL, PLUMBING AND SPRINKLER WORK. NO UNDERPINNING OF FOUNDATION INCLUDED ON THIS APPLICATION  SEE AP# 953315 FOR PLANS.",2019-03-15T13:37:04Z,COMPLETED,CONTRACTOR,QAZIM KUPA,4 COVE CT,,HAINESPORT,NJ,08036-    ,2019-10-01T07:51:00Z,313242440,2617 E LETTERLY ST,,,19125-3716,160,1,KUPA QAZIM               FARUOL TIMOTHY,HANSEN,2705147.82717585,245557.50600037,
124,POINT (-75.155272 39.964724),264293,270730,947126,651752,302784,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,FOR THE ERECTION OF A TWO (2) STORY ATTACHED STRUCTURE WITH DECK; FOR USE AS A SINGLE FAMILY DWELLING. ENTIRE BUILDING TO BE FULLY SPRINKELRED. SEPARATE PERMIT REQUIRED FOR MEP WORK.,2019-03-12T14:13:37Z,COMPLETED,APPL,TESTER CONSTRUCTION GROUP LLC,1541 RIDGE AVE,,PHILADELPHIA,PA,19130-    ,2019-11-24T13:02:00Z,141129812,659 N 11TH ST,,,19123-0000,132,5,WP HOMES LLC,HANSEN,2695712.55942826,240691.17337838,
125,POINT (-75.173018 39.978972),256105,259466,961531,767694,1472154,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,"FOR THE ERECTION OF AN ATTACHED STRUCTURE WOOD FRAMED TOWNHOME WITH BASEMENT, REAR YARD AND GREEN ROOF FOR USE AS A SINGLE FAMILY DWELLING (DETAILS AS SHOWN ON THE PLAN. SEE AP# 960572 FOR PLANS.",2019-04-16T17:14:19Z,COMPLETED,APPL,HABITAT FOR HUMANITY PHILA,1829 N 19TH STREET,,PHILADELPHIA,PA,19121-    ,2019-12-05T09:20:00Z,291223005,2300 W OXFORD ST,,,19121-    ,139,5,HABITAT FOR HUMANITY PHIL,HANSEN,2690588.93730486,245733.66266758,
126,POINT (-75.13696899999999 39.970403),256590,259366,943757,350734,7742,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,FOR THE CONSTRUCTION OF A THREE (3) STORY ATTACHED STRUCTURE WITH  BASEMENT AND ROOF DECK WITH ROOF DECK ACCESS STRUCTURE. FOR USE AS SINGLE FAMILY HOUSEHOLD LIVING. AS PER PLANS.,2019-01-28T14:02:05Z,COMPLETED,DESIGN PROFESSIONAL,QAZIM KUPA,4 COVE CT,,HAINESPORT,NJ,08036-    ,2019-05-06T13:16:00Z,885169020,1256-58 N HOWARD ST,,,19122-4613,144,5,KUPA HATIXHE,HANSEN,2700779.52499074,242910.13744676,
127,POINT (-75.145589 39.978438),256592,259368,944956,413778,256776,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,FOR THE ERECTION OF AN ATTACHED STRUCTURE WITH A ROOF DECK ABOVE THE THIRD FLOOR ACCESSED BY A ROOF TOP ACCESS STRUCTURE. SIZE AND LOCATION ACCORDING TO PLAN.,2019-03-01T15:46:49Z,COMPLETED,,ELIOENAI CONSTRUCTION INC,1128 BRIGHTON ST,,PHILADELPHIA,PA,19111-    ,2019-12-16T07:46:00Z,201129600,1755 N MARSHALL ST,,,19122-2923,145,5,1755 MARSHALL HOLDINGS LL,HANSEN,2698278.28120062,245764.57944456,
128,POINT (-75.052736 40.039961),256125,259590,989798,491147,67834,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,FOUND,"INSTALLATION OF FOUNDATION SYSTEM FOR A MODULAR CLASSROOM BUILDING. FOR THE ERECTION OF A TWO (2) STORY ADDITION TO SERVE AS AN EXTENSION TO AN EXISTING EDUCATIONAL FACILITY. SIZE AND LOCATION AS SHOWN IN APPLICATION/PLANS SEALED BY A PROFESSIONAL ENGINEER. SEPARATE PERMITS REQUIRED FOR CONSTRUCTION OF REMAINDER OF BUILDING. IF FIELD CONDITIONS VARY CONTACT DESIGN ENGINEER PRIOR TO THE START OF ANY WORK. SEPARATE PERMITS TO BE OBTAINED FOR ALL OTHER WORK.
**IBC 2018**",2019-08-23T10:20:31Z,COMPLETED,CONTRACTOR,MOBILEASE MODULAR SPACE INC,201 ROUTE 130,,PEDRICKTOWN,NJ,08067-    ,2020-01-24T09:38:00Z,786438600,2901 PRINCETON AVE,,,19149-1400,315.02,6,SCHOOL DISTRICT OF PHILA,HANSEN,2723604.24480356,268946.91260379,
129,POINT (-75.155293 39.964626),256710,259376,947125,651750,1472118,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,FOR THE ERECTION OF A TWO (2) STORY ATTACHED STRUCTURE WITH DECK; FOR USE AS A SINGLE FAMILY DWELLING. ENTIRE BUILDING TO BE FULLY SPRINKELRED. SEPARATE PERMIT REQUIRED FOR MEP WORK.,2019-03-12T14:20:40Z,COMPLETED,APPL,TESTER CONSTRUCTION GROUP LLC,1541 RIDGE AVE,,PHILADELPHIA,PA,19130-    ,2019-11-24T12:55:00Z,141129612,655 N 11TH ST,,,19123-2514,132,5,WP HOMES LLC,HANSEN,2695707.73642386,240655.49769078,
130,POINT (-75.19693700000001 39.962779),257696,259307,933209,46994,282750,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,"PROPOSED 3 STORY SINGLE FAMILY STRUCTURE WITH CELLAR, PILOT HOUSE & ROOF DECK, SIZE & LOCATION PER PLANS (X3) MAS. HEIGHT FROM GRADE TO T.O. ROOF STRUCTURE NOT TO EXCEED 38'-0"". MAX HEIGHT FROM T. O FOOF STRUCTURE TO T.O. PILOT HUSE ROF NOT TO EXCEED 10'-0"". SEE APPLICATION933210 FOR PLANS",2019-04-05T15:35:50Z,COMPLETED,,RPS CONSTRUCTION LLC,RONALDO SILVA,3006 HELLERMAN STREET,PHILADELPHIA,PA,19149-    ,2020-01-23T08:56:00Z,242017800,3736 BRANDYWINE ST,,,19104-2350,108,3,HAVERFORD 43 ASSOCIATES L,HANSEN,2684059.03395743,239642.60296862,
131,POINT (-75.15518 39.923572),260873,253906,973940,422624,313030,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,"FOR THE ERECTION OF AN ATTACHED STRUCTURE WITH CELLAR, ROOF DECK, PILOT HOUSE AND WITH FRONT BAY WINDOW ON SECOND AND THIRD FLOOR (SIZE AND LOCATION AS SHOWN ON THE PLAN) FOR USE AS SINGLE FAMILY HOUSEHOLD LIVING.SEPERATE PERMITS REQUIRED FOR ELECTRICAL , MECHANICAL, PLUMBING AND SPRINKLER AND UNDERPINNING OF FOUNDATION (IF REQUIRED).",2019-06-12T15:15:33Z,COMPLETED,CONTRACTOR,ROCK HAVEN BUILDERS LLC,2011 ROUTE 50,,WOODBINE,NJ,08270-    ,2020-02-26T15:27:00Z,392032700,502 MCKEAN ST,,,19148-0000,41.01,1,V2 PROPERTIES ENTITY 6 LL,HANSEN,2696178.70823016,225707.51919326,
132,POINT (-75.144785 39.965155),256111,259334,938318,388370,482937,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,ERECTION OF A SINGLE FAMILY DWELLING AS PER PLAN,2019-02-04T11:35:59Z,COMPLETED,OWNER,RSG MANAGEMENT LLC,901 FOX CHASE ROAD,,RYDAL,PA,19046-    ,2020-01-22T14:36:00Z,056211800,858 N LEITHGOW ST,,,19123-0000,367,5,RADOLOVIC DAVID          RADOLOVIC ORIANO,HANSEN,2698646.40602583,240934.56731692,
133,POINT (-75.15696 39.964386),261899,253731,939954,653782,293917,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,FOR THE NEW CONSTRUCTION OF AN ATTACHED THREE (3) STORY TWO (2) FAMILY DWELLING WITH ROOF DECK ACCESSED BY A PILOTHOUSE AS PER PLAN. ** BBS GRANTED A VARIANCE WITH PROVISO - PROVIDE AN UNLOCKED GATE BETWEEN THE REAR YARDS AT 645 & 647 N. 12TH STREET. PROVIDE 1-HOUR RATED REAR WALL AND SPRINKLER HEADS OVER EACH WINDOW OPENING IN THE REAR WALL **,2019-05-14T10:46:50Z,COMPLETED,APPL,LIU CONSTRUCTION LLC,3007 KNORR ST,,PHILADELPHIA,PA,19149-    ,2019-12-13T11:44:00Z,141150700,645 N 12TH ST,,,19123-2519,132,5,SHUN XING REALTY INC,HANSEN,2695243.43168993,240554.03637279,
134,POINT (-75.121208 39.986448),264517,270501,906938,387197,1472512,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,"FOR THE ERECTION OF A THREE (3) STORY, ATTACHED STRUCTURE (SFD - TYPE B) WITH A ROOF DECK AND PILOT HOUSE AND ONE (1) INTERIOR PARKING SPACE.  STRUCTURE FOR USE AS SINGLE FAMILY DWELLING.  STRUCTURE TO BE FULLY SPRINKLERED PER NFPA 13D MINIMUM. SEPARATE PERMITS REQUIRED FOR PLUMBING, MECHANICAL, ELECTRICAL AND FIRE SUPPRESSION. A COVERED WALKWAY OR SIDEWALK CLOSURE SHALL BE REQUIRED WITHIN 9 FEET OF BUILDING FACADE IN ACCORDANCE WITH SECTION 3306 OF THE IBC. SEPARATE BUILDING AND/OR STREETS DEPARTMENT PERMITS ARE REQUIRED.  SEE A/P NO 898232 FOR APPROVED PLANS.",2019-01-30T08:27:15Z,COMPLETED,,URBAN RENEWAL BUILDERS LLC,3010 RICHMOND STREET,,PHILADELPHIA,PA,19134-    ,2019-10-24T14:33:00Z,885816300,2035 E LEHIGH AVE,,,19125-1012,179,1,"L&M FISHTOWN RESIDENCES,L",HANSEN,2705021.26092371,248883.69332067,
135,POINT (-75.160887 39.974371),269690,265021,939931,657974,511839,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,"NEW CONSTRUCTION OF 4 STORY DUPLEX TOWNHOUSE W/ROOF DECK, BASEMENT EGRESS WELL & PROJECTING BAY ON EXISTING FOUNDATION PER FOUNDATION PERMIT #929697",2019-02-13T14:48:38Z,COMPLETED,DESIGN PROFESSIONAL,TESTER CONSTRUCTION GROUP LLC,1541 RIDGE AVE,,PHILADELPHIA,PA,19130-    ,2020-03-04T15:14:00Z,881410002,1330 N 15TH ST,,,19121-4328,140,5,15TH STREET LIGHTHOUSE LP,HANSEN,2694036.41612314,244157.76435641,
136,POINT (-75.142467 39.970247),269427,265127,956041,461339,484905,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,"FOR THE ERECTION OF A FOUR (4) STORY SEMI-ATTACHED STRUCTURE. STRUCTURE FOR USE AS A SIX FAMILY DWELLING. BUILDING HAS ROOF DECKS ACCESSED BY A ROOF DECK ACCESS STRUCTURES FOR INDIVIDUAL UNITS. BUILDING TO BE FULLY SPRINKERED IN ACCORDANCE WITH NFPA 13. ALL WORK TO BE DONE PER APPROVED PLANS. IF FIELD CONDITIONS VARY CONTACT STRUCTURAL ENGINEER PRIOR TO THE START OF ANY WORK. SEPARATE PERMITS REQUIRED FOR MECHANCIAL, ELECTRICAL, PLUMBING AND FIRE SUPPRESSION WORK. A COVERED WALKWAY OR SIDEWALK CLOSURE SHALL BE REQUIRED WITHIN 9.5 FEET OF THE BUILDING FACADE IN ACCORDANCE WITH SECTION 3306 OF THE 2009 IBC. SEPARATE BUILDING AND/OR STREETS DEPARTMENT PERMIT  REQUIRED PRIOR TO THE START OF ANY WORK",2019-04-05T09:22:32Z,COMPLETED,DESIGN PROFESSIONAL,GRIT CONSTRUCTION LLC,266 KRAMS AVE,,PHILA,PA,19128-    ,2019-12-11T11:52:00Z,881070572,1206 N ORIANNA ST,,,19122-4400,144,5,PBR DEVELOPMENT LLC,HANSEN,2699241.06096089,242808.07005778,
137,POINT (-75.121208 39.986448),270311,264807,898232,387197,1472512,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,"FOR THE ERECTION OF A FOUR (4) STORY, A SEMIDETACHED STRUCTURE (TYPE D) WITH TWO (2) ROOF DECKS AND TWO (2) PILOT HOUSES.  STRUCTURE FOR USE AS TWO FAMILY DWELLING AND VACANT COMMERCIAL SPACE (SEPARATE PERMIT REQUIRED FOR CERTIFICATE OF OCCUPANCY).  STRUCTURE TO BE FULLY SPRINKLERED PER NFPA 13. SEPARATE PERMITS REQUIRED FOR PLUMBING, MECHANICAL, ELECTRICAL, FIRE SUPPRESSION AND SIGNAGE.  A COVERED WALKWAY OR SIDEWALK CLOSURE SHALL BE REQUIRED WITHIN 12 FEET OF BUILDING FACADE IN ACCORDANCE WITH SECTION 3306 OF THE IBC. SEPARATE BUILDING AND/OR STREETS DEPARTMENT PERMITS ARE REQUIRED.",2019-01-30T08:50:42Z,COMPLETED,,URBAN RENEWAL BUILDERS LLC,3010 RICHMOND STREET,,PHILADELPHIA,PA,19134-    ,2019-12-02T14:44:00Z,885816300,2035 E LEHIGH AVE,,,19125-1012,179,1,"L&M FISHTOWN RESIDENCES,L",HANSEN,2705021.26092371,248883.69332067,
138,POINT (-75.12883100000001 39.979852),270974,265098,951407,296948,336549,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,"ERECTION OF A FOUR STORY ATTACHED STRUCTURE OF TYPE VA CONSTRUCTION WITH CELLAR AND ROOF DECKS WITH ROOF ACCESS STRUCTURE FOR A VACANT COMMERCIAL SPACE AND FOUR DWELLING UNITS AS PER PLANS. SEPARATE PERMIT REQUIRED FOR CERTIFICATE OF OCCUPANCY FOR COMMERCIAL SPACE. SEPARATE PERMITS FOR ALL MECHANICAL, ELECTRICAL, PLUMBING AND FIRE SUPPRESSION WORK.",2019-03-19T13:23:04Z,COMPLETED,CONTRACTOR,TOTA BUILDERS INC,2502 E CLEARFIELD ST,,PHILADELPHIA,PA,19134-    ,2020-03-02T14:28:00Z,885375780,2219 FRANKFORD AVE,,,19125-2007,160,1,BELI LLC,HANSEN,2702957.47163517,246418.41937726,
139,POINT (-75.213283 39.955883),270467,265190,967029,688493,70148,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,MOD/IN,"FOR THE CONSTRUCTION OF THREE-STORY BUILDING FOR 7 DWELLING UNITS AS PER APPROVED PLANS. BUILDING TO BE MODULAR CONSTRUCTION APPROVED BY THIRD PARTY AGENCY NTA, INC., IN ACCORDANCE WITH PA DCED REGULATIONS. 
**SEPARATE PERMITS REQUIRED FOR UTILITY HOOK UPS AND ANY SITE INSTALLED MEP ELEMENTS** SEE APPROVED FOUNDATION ONLY PERMIT 914432.",2019-05-10T14:03:35Z,COMPLETED,CONTRACTOR,JENNA DIETRICH,1010 N HANCOCK ST,,PHILADELPHIA,PA,19123-2327,2019-11-13T07:26:00Z,881214924,133-35 S 46TH ST,,,19139-0000,86.02,3,125-135 S 46TH ST ASSO,HANSEN,2679551.3047159,236999.60206553,
140,POINT (-75.15512099999999 39.964404),271231,265114,953789,768790,,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,"FOR THE ERECTION OF A 2-STORY SINGLE-FAMILY STRUCTURE OF TYPE VA CONSTRUCTION AS PER PLANS. *SEE PERMIT 947149 FOR PLANS.* SEPARATE PERMITS REQUIRED FOR ALL MECHANICAL, ELECTRICAL, PLUMBING AND FIRE SUPPRESSION WORK.",2019-03-12T13:57:48Z,COMPLETED,APPL,TESTER CONSTRUCTION GROUP LLC,1541 RIDGE AVE,,PHILADELPHIA,PA,19130-    ,2019-11-24T13:03:00Z,141129222,648 N WARNOCK ST,,,19123-    ,132,5,PHILADELPHIA LAND BANK,HANSEN,2695758.44661978,240575.9874323,
141,POINT (-75.18544799999999 39.934793),275624,281739,921498,566158,377346,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,"FOR THE ERECTION OF A THREE STORY STRUCTURE WITH A ROOF DECK OVER THE THIRD STORY PORTION. SIZE AND LOCATION AS SHOWN ON APPROVED PLANS. FOR STRUCTURE FOR USE AS A SINGLE FAMILY DWELLING. STRUCTURE TO BE FULLY SPRINKLERED. ALL WORK TO BE DONE PER APPROVED PLANS. IF FIELD CONDITIONS VARY CONTACT DESIGN ENGINEER PRIOR TO THE START OF ANY WORK. SEPARATE PERMITS REQUIRED FOR MECHANICAL, ELECTRICAL, PLUMBING AND FIRE SUPPRESSION WORK. ALL WORK TO BE DONE WITHIN PROPERTY LINES. A COVERED WALKWAY OR SIDEWALK CLOSURE SHALL BE REQUIRED WITHIN 9.5 FEET OF THE BUILDING FACADE IN ACCORDANCE WITH SECTION 3306 OF THE 2009 IBC. SEPARATE BUILDING AND/OR STREETS DEPARTMENT PERMIT  REQUIRED PRIOR TO THE START OF ANY WORK.",2019-01-18T14:36:27Z,COMPLETED,OWNER,BUILT LLC,457 WOODHILL RD,,WAYNE,PA,19087-    ,2019-12-12T16:54:00Z,364185900,1416 S TAYLOR ST,,,19146-4010,32,2,PB VENTURES LLC,HANSEN,2687574.30715672,229545.52594326,
142,POINT (-75.121208 39.986448),275408,281856,940293,387197,1472512,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,"FOR THE ERECTION OF A THREE (3) STORY, ATTACHED STRUCTURE (SFD - TYPE A) WITH A ROOF DECK AND PILOT HOUSE AND ONE (1) INTERIOR PARKING SPACE.  STRUCTURE FOR USE AS SINGLE FAMILY DWELLING.  STRUCTURE TO BE FULLY SPRINKLERED PER NFPA 13D MINIMUM. SEPARATE PERMITS REQUIRED FOR PLUMBING, MECHANICAL, ELECTRICAL AND FIRE SUPPRESSION.  SEE A/P NO 898232 FOR APPROVED PLANS.",2019-01-31T08:14:32Z,COMPLETED,,URBAN RENEWAL BUILDERS LLC,3010 RICHMOND STREET,,PHILADELPHIA,PA,19134-    ,2019-10-11T04:12:00Z,885816300,2035 E LEHIGH AVE,,,19125-1012,179,1,"L&M FISHTOWN RESIDENCES,L",HANSEN,2705021.26092371,248883.69332067,
143,POINT (-75.151847 39.983182),275501,281604,895919,651851,29013,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,"FOR THE NEW CONSTRUCTION OF A THREE STORY STRUCTURE TO BE USED AS A SINGLE-FAMILY DWELLING, AS PART OF A TOTAL OF FIFTY (50) DWELLING UNITS WITH A COMMUNITY CENTER ON THE LOT, AS PER APPROVED PLANS. SEE APP# 857960 FOR APPROVED PLANS.",2019-11-14T14:45:44Z,COMPLETED,DESIGN PROFESSIONAL,SHOEMAKER SYNTERRA,ONE TOWER BRIDGE,SUITE 365,W CONSHOHOCKEN,PA,19428-    ,2019-10-18T12:41:00Z,886761138,2000 N 11TH ST,,,19122-0000,377,5,PHILADELPHIA HOUSING AUTH,HANSEN,2696474.45698897,247440.24218428,
144,POINT (-75.179886 39.932525),282184,276280,940006,104685,499427,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,"FOR THE ERECTION OF AN ATTACHED STRUCTURE WITH A ROOF DECK, AND A ROOF DECK ACCESS STRUCTURE. SIZE AND LOCATION AS SHOWN ON PLAN. FOR USE AS A SINGLE FAMILY HOUSEHOLD LIVING.",2019-02-14T11:25:49Z,COMPLETED,,D & B GENERAL CONTRACTING INC,1613 CARPENTER ST,,PHILA,PA,19146-    ,2019-09-13T08:49:00Z,363055005,2103 CROSS ST,,,19146-4502,31,2,DND INVESTMENTS LLC,HANSEN,2689157.48076144,228764.89080414,
145,POINT (-75.15586399999999 39.964074),282061,276273,938816,651730,542962,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,FOR THE ERECTION OF A TWO STORY TOWNHOUSE AS PER APPROVED PLANS. BUILDING TO BE FULLY SPRINKLERED IN ACCORDANCE WITH NFPA 13D AT MINIMUM. FOR ISSUANCE OF CERTIFICATE OF OCCUPANCY. SEPARATE PERMITS REQUIRED FOR M.E.P. AND FIRE SUPPRESSION WORK. SEE A/P NO. 934338 FOR APPROVED PLANS.,2019-02-20T12:55:08Z,COMPLETED,DESIGN PROFESSIONAL,TESTER CONSTRUCTION GROUP LLC,1541 RIDGE AVE,,PHILADELPHIA,PA,19130-    ,2019-10-16T13:45:00Z,141136410,634 N 11TH ST,,,19123-2500,132,5,WP HOMES LLC,HANSEN,2695553.84593608,240449.7586255,
146,POINT (-75.121208 39.986448),282185,276281,940528,387197,1472512,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,"FOR THE ERECTION OF A FOUR (4) STORY,  ATTACHED STRUCTURE (DUPLEX - TYPE A) WITH A ROOF DECK AND PILOT HOUSE.  STRUCTURE FOR USE AS TWO FAMILY DWELLING .  STRUCTURE TO BE FULLY SPRINKLERED PER NFPA 13R MINIMUM. SEPARATE PERMITS REQUIRED FOR PLUMBING, MECHANICAL, ELECTRICAL AND FIRE SUPPRESSION. SEE A/P NO 898232 FOR APPROVED PLANS.",2019-01-31T09:52:04Z,COMPLETED,,URBAN RENEWAL BUILDERS LLC,3010 RICHMOND STREET,,PHILADELPHIA,PA,19134-    ,2019-12-17T11:32:00Z,885816300,2035 E LEHIGH AVE,,,19125-1012,179,1,"L&M FISHTOWN RESIDENCES,L",HANSEN,2705021.26092371,248883.69332067,
147,POINT (-75.155227 39.964769),282799,276320,947197,651753,319938,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,"FOR THE ERECTION OF A TWO STORY STRUCTURE FOR USE AS A SINGLE FAMILY DWELLING. BUILDING IS SPRINKLERED IN ACCORDANCE WITH NFPA 13D. ALL WORK TO BE DONE PER APPROVED  PLANS. IF FIELD CONDITIONS VARY CONTACT DESIGN ENGINEER PRIOR TO THE START OF ANY WORK. SEPARATE PERMITS REQUIRED FOR MECHANICAL, ELECTRICAL, PLUMBING AND FIRE SUPPRESSION WORK.A COVERED WALKWAY OR SIDEWALK CLOSURE SHALL BE REQUIRED WITHIN 9 FEET OF THE BUILDING FACADE IN ACCORDANCE WITH SECTION 3306 OF THE 2009 IBC. SEPARATE BUILDING AND/OR STREETS DEPARTMENT PERMIT  REQUIRED PRIOR TO THE START OF ANY WORK.",2019-03-22T13:32:30Z,COMPLETED,DESIGN PROFESSIONAL,TESTER CONSTRUCTION GROUP LLC,1541 RIDGE AVE,,PHILADELPHIA,PA,19130-    ,2019-11-24T12:51:00Z,141129910,661 N 11TH ST,,,19123-2514,132,5,WP HOMES LLC,HANSEN,2695724.6860975,240707.75339605,
148,POINT (-75.186178 39.939013),290494,293307,951899,17623,139095,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,"FOR THE ERECTION OF A FOUR STORY ATTACHED BUILDING WITH ROOF DECK FOR USE AS SINGLE FAMILY HOUSEHOLD LIVING. BUILDING TO BE FULLY SPRINKLERED PER NFPA 13R AT MINIMUM. FOR ISSUANCE OF CERTIFICATE OF OCCUPANCY. SEPARATE PERMITS REQUIRED FOR M.E.P. AND FIRE SUPPRESSION WORK.

** IBC 2009 **",2019-03-21T10:32:17Z,COMPLETED,DESIGN PROFESSIONAL,TYRONE MASONRY INC,BRIAN FLANAGAN,36 CHELFIELD ROAD,GLENSIDE,PA,19038-    ,2019-11-21T13:12:00Z,361247900,2535 ANNIN ST,,,19146-3924,20,2,B & B PROJECTS LLC,HANSEN,2687325.0586304,231076.02810682,
149,POINT (-75.122125 39.983978),283080,287451,936447,769193,,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,"FOR THE NEW CONSTRUCTION OF AN ATTACHED THREE (3) STORY SINGLE FAMILY DWELLING WITH A ROOF DECK ACCESSED BY OPEN EXTERIOR STAIRS ENCLOSED BY EXTERIOR WALLS ONLY (NO ROOF COVER ABOVE), AS PER PLAN, SEE A/P #936443 FOR PLANS.",2019-02-05T09:04:04Z,COMPLETED,,CITY SUBURBAN HOME BUILDERS LL,2413 FRANKFORD AVE UNIT D,,PHILA,PA,19125-    ,2019-09-18T14:24:00Z,311211223,2614 TRENTON AVE,,,19125-1800,161,1,PS PROPERTIES I LP,HANSEN,2704791.24755811,247976.65258035,
150,POINT (-75.216442 40.06633),282679,276316,946335,768780,1472121,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,"ERECT SINGLE-FAMILY DETACHED DWELLING WITH ACCESSORY THREE-CAR GARAGE, PER ATTACHED PLANS.",2019-02-27T12:34:25Z,COMPLETED,ATTORNEY,BLAKE DEVELOPMENT CORP.,10 E. SPRINGFIELD AVE.,,PHILADELPHIA,PA,19118-3520,2019-11-12T16:15:00Z,092192530,609 W GRAVERS LN,,,19118-4127,386,8,WILLIAM C & KATHRYN W DONATO JR,HANSEN,2677511.8384111,277191.3726646,
151,POINT (-75.125597 39.97159),294193,287699,981002,36856,378597,BP_NEWCNST,NEW CONSTRUCTION PERMIT,,ENTIRE,APPLICATION FOR THE NEW CONSTRUCTION OF A THREE STORY SINGLE FAMILY DWELLING UNIT WITH ROOF DECK,2019-07-15T12:57:01Z,COMPLETED,APPL,QAZIM KUPA,4 COVE CT,,HAINESPORT,NJ,08036-    ,2019-12-06T09:01:00Z,181202901,1139 E BERKS ST,,,19125-3402,143,1,KUPA SHAHE,HANSEN,2703952.65953706,243436.97756421,
